date, pm25, pm10, o3, no2, co
2017/11/6, 164, 109, 132, 76, 49
2017/11/7, 147, 105, 113, 73, 43
2017/11/8, 133, 104, 116, 77, 39
2017/11/9, 133, 92, 122, 78, 48
2017/11/10, 108, 106, 127, 82, 52
2017/11/11, 144, 119, 106, 85, 38
2017/11/12, 182, 114, 107, 84, 46
2017/11/13, 140, 100, 103, 71, 38
2017/11/14, 106, 98, 100, 71, 45
2017/11/15, 106, 109, 113, 82, 53
2017/11/16, 145, 114, 102, 83, 46
2017/11/17, 171, 119, 121, 86, 40
2017/11/18, 186, 113, 115, 84, 38
2017/11/19, 162, 113, 108, 81, 47
2017/11/20, 160, 107, 67, 80, 53
2017/11/21, 159, 111, 58, 77, 55
2017/11/22, 163, 94, 79, 70, 39
2017/11/23, 115, 85, 80, 70, 26
2017/11/24, 95, 87, 73, 66, 30
2017/11/25, 97, 110, 78, 83, 34
2017/11/26, 165, 117, 79, 97, 32
2017/11/27, 185, 113, 94, 98, 48
2017/11/28, 168, 114, 94, 101, 74
2017/11/29, 169, 121, 92, 109, 90
2017/11/30, 194, 121, 101, 111, 100
2017/12/1, 198, 122, 101, 115, 81
2017/12/2, 199, 127, 98, 108, 69
2017/12/3, 212, 125, 84, 102, 76
2017/12/4, 205, 120, 91, 90, 82
2017/12/5, 187, 102, 90, 71, 70
2017/12/6, 133, 73, 68, 58, 45
2017/12/7, 81, 65, 65, 53, 51
2017/12/8, 72, 102, 59, 69, 76
2017/12/9, 153, 118, 76, 83, 80
2017/12/10, 174, 110, 65, 81, 76
2017/12/11, 146, 98, 81, 68, 53
2017/12/12, 115, 83, 81, 60, 35
2017/12/13, 88, 86, 80, 56, 41
2017/12/14, 93, 82, 72, 64, 56
2017/12/15, 86, 94, 79, 82, 66
2017/12/16, 112, 111, 81, 97, 54
2017/12/17, 162, 105, 75, 102, 45
2017/12/18, 136, 112, 72, 107, 45
2017/12/19, 151, 123, 71, 110, 44
2017/12/20, 181, 133, 76, 133, 46
2017/12/21, 220, 138, 81, 140, 50
2017/12/22, 237, 122, 91, 147, 44
2017/12/23, 192, 128, 90, 129, 29
2017/12/24, 196, 127, 87, 110, 20
2017/12/25, 188, 125, 84, 109, 23
2017/12/26, 192, 118, 60, 118, 28
2017/12/27, 171, 130, 69, 131, 33
2017/12/28, 215, 136, 67, 133, 29
2017/12/29, 233, 123, 72, 112, 41
2017/12/30, 177, , , , 
2017/7/1, 60, 49, 18, 21, 46
2017/7/2, 60, 43, 35, 22, 39
2017/7/3, 51, 51, 46, 26, 65
2017/7/4, 62, 54, 56, 28, 56
2017/7/5, 58, 52, 65, 30, 29
2017/7/6, 45, 59, 58, 30, 61
2017/7/7, 45, 64, 70, 29, 77
2017/7/8, 51, 59, 70, 28, 62
2017/7/9, 48, , , 27, 
2017/7/11, 40, 52, 51, 26, 39
2017/7/12, 41, 52, 33, 26, 30
2017/7/13, 45, 48, 36, 26, 29
2017/7/14, 49, 45, 36, 24, 30
2017/7/15, 53, 47, 25, 24, 34
2017/7/16, 56, 30, 41, 27, 29
2017/7/17, 35, 27, 41, 26, 31
2017/7/18, 31, 31, , 24, 35
2017/7/19, 36, 32, , 24, 38
2017/7/20, 37, 39, 24, 25, 32
2017/7/21, 41, 40, 24, 24, 29
2017/7/22, 47, , , 19, 
2017/7/24, 48, 45, 29, 21, 30
2017/7/25, 53, 53, 35, 22, 25
2017/7/26, 63, 48, 40, 22, 25
2017/7/27, 58, 41, 48, 21, 25
2017/7/28, 49, 38, 53, 21, 27
2017/7/29, 45, , , , 
2017/7/31, 47, 38, 15, 21, 26
2017/8/1, 44, 40, 16, 22, 27
2017/8/2, 48, 43, 15, , 24
2017/8/3, 49, 42, 15, , 24
2017/8/4, 48, 49, 33, 19, 28
2017/8/5, 56, 50, 23, 20, 28
2017/8/6, 59, 52, 19, 20, 28
2017/8/7, 61, 47, 29, 19, 28
2017/8/8, 54, 50, 29, 19, 28
2017/8/9, 57, 50, 30, 19, 31
2017/8/10, 56, 43, 30, 18, 31
2017/8/11, 48, 42, 16, 18, 29
2017/8/12, 44, 46, 16, , 28
2017/8/13, 51, 42, 27, , 39
2017/8/14, 49, 39, 26, 17, 71
2017/8/15, 45, 45, 24, 17, 80
2017/8/16, 52, 53, 33, 18, 82
2017/8/17, 61, 61, 33, , 78
2017/8/18, 70, 60, 16, , 79
2017/8/19, 69, 38, 15, , 79
2017/8/20, 43, 31, 15, , 79
2017/8/21, 35, 38, 24, 19, 78
2017/8/22, 44, 47, 24, 18, 88
2017/8/23, 55, 47, 31, 17, 87
2017/8/24, 54, 40, 31, 16, 78
2017/8/25, 47, 33, 25, 16, 79
2017/8/26, 37, 30, 25, , 79
2017/8/27, 33, 27, 28, 17, 78
2017/8/28, 31, 28, 28, 17, 79
2017/8/29, 32, 32, 30, 20, 82
2017/8/30, 36, 51, 31, 18, 80
2017/8/31, 60, 56, 20, 18, 57
2017/9/1, 66, 45, 28, , 57
2017/9/2, 53, 44, 29, , 55
2017/9/3, 50, 47, 29, 17, 52
2017/9/4, 53, 52, 27, 17, 53
2017/9/5, 60, 55, 25, 18, 54
2017/9/6, 64, , , , 
2017/9/11, 62, 64, 20, 20, 104
2017/9/12, 72, 76, 18, 20, 82
2017/9/13, 87, 56, 46, , 61
2017/9/14, 65, 35, 46, , 52
2017/9/15, 39, 36, 30, 17, 44
2017/9/16, 40, 38, 29, 16, 35
2017/9/17, 43, 34, 39, 16, 36
2017/9/18, 39, 40, 39, 18, 70
2017/9/19, 44, 34, 34, 18, 56
2017/9/20, 39, 26, 32, 16, 42
2017/9/21, 28, 27, 33, 16, 40
2017/9/22, 30, 30, 34, 17, 37
2017/9/23, 34, 37, 32, 17, 47
2017/9/24, 41, 44, 33, 18, 53
2017/9/25, 50, 49, 33, 18, 55
2017/9/26, 56, 49, 35, 19, 71
2017/9/27, 57, 50, 38, 19, 73
2017/9/28, 58, 45, 41, 19, 65
2017/9/29, 52, 42, 39, 19, 64
2017/9/30, 48, 42, 48, 19, 66
2017/4/1, 146, 107, 70, 70, 102
2017/4/2, 137, 75, 59, 68, 95
2017/4/3, 77, 79, 59, 65, 97
2017/4/4, 81, 77, 47, 56, 97
2017/4/5, 81, 81, 31, 52, 95
2017/4/6, 87, 83, 29, 56, 95
2017/4/7, 90, 98, 42, 82, 99
2017/4/8, 111, 114, 45, 120, 97
2017/4/9, 151, 118, 40, 128, 97
2017/4/10, 172, 122, 38, 143, 102
2017/4/11, 188, 126, 31, 151, 101
2017/4/12, 199, 109, 46, 135, 100
2017/4/13, 152, 98, 46, 106, 88
2017/4/14, 119, 96, 34, 79, 92
2017/4/15, 114, 92, 34, 64, 95
2017/4/16, 102, 88, 42, 70, 95
2017/4/17, 97, 91, 57, 85, 91
2017/4/18, 103, 90, 74, 98, 89
2017/4/19, 102, 78, 74, 86, 81
2017/4/20, 89, 64, 123, 57, 74
2017/4/21, 72, 55, 123, 37, 75
2017/4/22, 60, 57, 87, 31, 79
2017/4/23, 61, 67, 88, 37, 82
2017/4/24, 70, 78, 88, 53, 85
2017/4/25, 81, 88, 84, 58, 82
2017/4/26, 91, 98, 52, 64, 85
2017/4/27, 105, 95, 98, 75, 90
2017/4/28, 105, 85, 100, 84, 82
2017/4/29, 91, 82, 100, 83, 77
2017/4/30, 87, 93, 81, 76, 76
2017/5/1, 102, 104, 81, 68, 78
2017/5/2, 125, 104, 79, 65, 74
2017/5/3, 128, 104, 71, 70, 61
2017/5/4, 129, 97, 93, 71, 61
2017/5/5, 118, 89, 93, 70, 67
2017/5/6, 101, 82, 88, 58, 58
2017/5/7, 93, 82, 116, 70, 54
2017/5/8, 90, 76, 116, 67, 51
2017/5/9, 83, 59, 94, 54, 49
2017/5/10, 67, 62, 86, 65, 43
2017/5/11, 70, 65, 88, 70, 47
2017/5/12, 76, 81, 99, 80, 57
2017/5/13, 92, 76, 99, 71, 60
2017/5/14, 85, 62, 78, 49, 57
2017/5/15, 68, 51, 83, 35, 53
2017/5/16, 57, 57, 83, 40, 50
2017/5/17, 65, 63, 82, 45, 51
2017/5/18, 72, 68, 77, 50, 48
2017/5/19, 79, 59, 78, 44, 42
2017/5/20, 67, 48, 78, 39, 36
2017/5/21, 55, 47, 69, 39, 38
2017/5/22, 53, 56, 74, 42, 47
2017/5/23, 64, 66, 85, 51, 48
2017/5/24, 77, 65, 85, 43, 44
2017/5/25, 75, 60, 70, 32, 41
2017/5/26, 70, 60, 88, 25, 39
2017/5/27, 67, 59, 91, 17, 41
2017/5/28, 64, 58, 94, 16, 44
2017/5/29, 64, 59, 87, 15, 46
2017/5/30, 65, 58, 81, 18, 56
2017/5/31, 63, 58, 79, 22, 67
2017/6/1, 65, 60, 82, 32, 78
2017/6/2, 67, 59, 82, 39, 79
2017/6/3, 65, 53, 85, 34, 63
2017/6/4, 58, 54, 86, 19, 46
2017/6/5, 58, 66, 86, 17, 47
2017/6/6, 70, 65, 78, 16, 45
2017/6/7, 70, 49, 78, 18, 48
2017/6/8, 53, 43, 87, 18, 41
2017/6/9, 45, 45, 87, 17, 43
2017/6/10, 47, 42, 105, 18, 38
2017/6/11, 43, 42, 105, 22, 47
2017/6/12, 44, 45, 72, 27, 50
2017/6/13, 51, 43, 104, 32, 42
2017/6/14, 56, 41, 124, 51, 53
2017/6/15, 60, 35, 56, 36, 43
2017/6/16, 52, 37, 56, 44, 43
2017/6/17, 51, 35, 69, 46, 33
2017/6/18, 52, 29, 69, 28, 24
2017/6/19, 47, 28, 36, 25, 29
2017/6/20, 45, 32, 25, 29, 32
2017/6/21, 51, 37, 16, 28, 60
2017/6/22, 52, 41, 81, 23, 64
2017/6/23, 51, 46, 111, 22, 54
2017/6/24, 54, 48, 37, 22, 51
2017/6/25, 56, 41, 21, 25, 62
2017/6/26, 48, 42, 55, 26, 63
2017/6/27, 51, 46, 58, 26, 61
2017/6/28, 56, 47, 58, 25, 57
2017/6/29, 56, 45, 52, 23, 56
2017/6/30, 55, 50, 42, 23, 51
2017/1/2, 89, 139, 228, 107, 72
2017/1/3, 154, 151, 137, 138, 69
2017/1/4, 204, 141, 137, 138, 61
2017/1/5, 184, 129, 92, 123, 56
2017/1/6, 151, 113, 125, 87, 47
2017/1/7, 107, 96, 71, 63, 41
2017/1/8, 76, 91, 70, 61, 43
2017/1/9, 72, 99, 128, 68, 48
2017/1/10, 85, 112, 100, 87, 45
2017/1/11, 101, 114, 45, 107, 50
2017/1/12, 100, 136, 72, 136, 67
2017/1/13, 165, 149, 72, 162, 61
2017/1/14, 207, 139, 133, 123, 56
2017/1/15, 176, 123, 139, 96, 58
2017/1/16, 138, 113, 110, 86, 38
2017/1/17, 112, 119, 32, 105, 51
2017/1/18, 131, 128, 108, 137, 82
2017/1/19, 158, 143, 76, 148, 88
2017/1/20, 195, 146, 59, 152, 78
2017/1/21, 211, 126, 77, 121, 65
2017/1/22, 155, 116, 72, 109, 74
2017/1/23, 133, 133, 48, 124, 78
2017/1/24, 185, 147, 36, 133, 74
2017/1/25, 229, 147, 92, 130, 68
2017/1/26, 229, 127, 113, 100, 54
2017/1/27, 170, 120, 117, 108, 53
2017/1/28, 151, 132, 117, 121, 63
2017/1/29, 180, 136, 45, 115, 64
2017/1/30, 196, 125, 105, 106, 48
2017/1/31, 169, 121, 92, 101, 43
2017/2/1, 159, 129, 88, 108, 43
2017/2/2, 187, 128, 102, 109, 43
2017/2/3, 190, 122, 98, 97, 43
2017/2/4, 166, 118, 65, 90, 42
2017/2/5, 149, , , , 
2017/2/7, 146, 122, 203, 90, 35
2017/2/8, 158, 117, 293, 85, 26
2017/2/9, 144, 114, 293, 96, 25
2017/2/10, 133, 93, 59, 95, 18
2017/2/11, 94, 94, 59, 89, 19
2017/2/12, 95, 118, 28, 157, 104
2017/2/13, 146, 123, 28, 155, 103
2017/2/14, 165, 131, 24, 155, 104
2017/2/15, 190, 135, 16, 160, 105
2017/2/16, 201, 139, 83, 163, 94
2017/2/17, 211, 145, 83, 163, 78
2017/2/18, 224, 123, 88, 156, 52
2017/2/19, 163, 106, 97, 134, 42
2017/2/20, 126, 87, 103, 96, 27
2017/2/21, 90, 82, 99, 80, 24
2017/2/22, 84, 109, 48, 117, 60
2017/2/23, 134, 107, 64, 124, 55
2017/2/24, 128, 110, 64, 141, 49
2017/2/25, 135, 119, 54, 160, 55
2017/2/26, 160, 116, 54, 155, 63
2017/2/27, 151, 117, 40, 167, 83
2017/2/28, 159, 124, 59, 172, 74
2017/3/1, 180, 119, 85, 150, 64
2017/3/2, 172, 111, 85, 134, 62
2017/3/3, 146, 105, 78, 129, 64
2017/3/4, 125, 89, 111, 80, 46
2017/3/5, 97, 97, 111, 91, 54
2017/3/6, 113, 86, 100, 77, 49
2017/3/7, 97, 83, 100, 77, 48
2017/3/8, 89, 87, 78, 87, 51
2017/3/9, 94, 72, 73, 74, 45
2017/3/10, 77, 65, 73, 49, 43
2017/3/11, 67, 75, 94, 59, 48
2017/3/12, 76, 132, 96, 118, 56
2017/3/13, 212, 135, 96, 132, 58
2017/3/14, 216, 105, 108, 127, 72
2017/3/15, 129, 101, 112, 122, 102
2017/3/16, 108, 84, 123, 99, 84
2017/3/17, 89, 85, 123, 89, 44
2017/3/18, 85, 100, 101, 83, 41
2017/3/19, 98, 95, 87, 80, 45
2017/3/20, 94, 89, 87, 96, 49
2017/3/21, 88, 88, 73, 119, 51
2017/3/22, 91, 104, 90, 123, 57
2017/3/23, 125, 114, 90, 119, 62
2017/3/24, 155, 113, 89, 119, 63
2017/3/25, 154, 115, 85, 116, 60
2017/3/26, 159, 117, 85, 122, 62
2017/3/27, 166, 116, 66, 131, 54
2017/3/28, 159, 114, 73, 103, 61
2017/3/29, 155, 110, 87, 73, 67
2017/3/30, 141, 111, 247, 72, 85
2017/3/31, 144, 110, 258, 80, 104
2016/10/1, 75, 36, 122, 27, 
2016/10/2, 48, 19, 54, 23, 
2016/10/3, 25, 18, 62, , 
2016/10/4, 24, 26, 62, , 
2016/10/5, 36, 33, 66, 26, 
2016/10/6, 44, 32, 66, 24, 
2016/10/7, 42, 30, 128, 25, 
2016/10/8, 40, 35, 128, 23, 
2016/10/9, 45, 37, 54, 23, 
2016/10/10, 45, 70, 74, 42, 
2016/10/11, 88, 81, 74, 36, 
2016/10/12, 92, 92, 28, 69, 
2016/10/13, 119, 110, 30, 89, 104
2016/10/14, 190, 115, 32, 80, 89
2016/10/15, 208, 110, 32, 77, 59
2016/10/16, 186, 103, 42, 64, 
2016/10/17, 175, 106, 50, 73, 68
2016/10/18, 181, 111, 63, 83, 50
2016/10/19, 199, 106, 63, 79, 39
2016/10/20, 183, 94, 69, 75, 35
2016/10/21, 145, 97, 75, 72, 29
2016/10/22, 153, 100, 75, 70, 27
2016/10/23, 160, 98, 51, 87, 27
2016/10/24, 154, , , 103, 
2016/10/27, 227, 123, 44, 109, 37
2016/10/28, 248, 136, 84, 106, 35
2016/10/29, 294, 126, 84, 89, 23
2016/10/30, 256, 121, 71, 83, 27
2016/10/31, 237, 162, 50, 94, 48
2016/11/1, 322, 149, 46, 99, 56
2016/11/2, 311, 137, 54, 109, 45
2016/11/3, 294, 112, 82, 98, 40
2016/11/4, 203, 93, 82, 83, 31
2016/11/5, 142, 94, 75, 80, 31
2016/11/6, 142, 104, 75, 84, 29
2016/11/7, 160, 119, 72, 104, 34
2016/11/8, 213, 134, 40, 114, 37
2016/11/9, 266, 116, 53, 109, 43
2016/11/10, 205, 127, 53, 119, 34
2016/11/11, 227, 136, 51, 124, 34
2016/11/12, 263, 150, 53, 135, 37
2016/11/13, 297, 160, 84, 142, 36
2016/11/14, 315, 150, 84, 116, 42
2016/11/15, 310, 152, 44, 110, 62
2016/11/16, 308, 154, 43, 119, 69
2016/11/17, 276, 145, 43, 131, 62
2016/11/18, 219, 144, 38, 149, 60
2016/11/19, 198, 139, 48, 150, 51
2016/11/20, 219, 136, 48, 129, 35
2016/11/21, 170, 140, 29, 125, 41
2016/11/22, 161, 139, 29, 132, 54
2016/11/23, 167, 138, 48, 137, 66
2016/11/24, 163, 148, 48, 151, 79
2016/11/25, 213, 155, 35, 166, 76
2016/11/26, 246, 134, 39, 136, 67
2016/11/27, 211, 122, 39, 122, 79
2016/11/28, 203, 126, 78, 125, 61
2016/11/29, 226, 125, 78, 122, 58
2016/11/30, 207, 131, 39, 129, 57
2016/12/1, 215, 164, 32, 160, 67
2016/12/2, 288, 169, 24, 172, 61
2016/12/3, 312, 141, 24, 140, 54
2016/12/4, 282, 139, 31, 122, 62
2016/12/5, 263, 154, 40, 135, 69
2016/12/6, 297, 150, 48, 150, 57
2016/12/7, 308, 152, 48, 179, 56
2016/12/8, 306, 104, 101, 156, 47
2016/12/9, 173, 87, 177, 101, 35
2016/12/10, 109, 115, 177, 100, 27
2016/12/11, 200, , , , 
2016/12/13, 315, 150, 105, 158, 71
2016/12/14, 307, 132, 73, 125, 50
2016/12/15, 260, 134, 73, 107, 59
2016/12/16, 270, 149, 46, 113, 62
2016/12/17, 307, 145, 100, 110, 46
2016/12/18, 296, 115, 100, 104, 32
2016/12/19, 202, 123, 49, 141, 29
2016/12/20, 228, 159, 59, 180, 50
2016/12/21, 312, 159, 59, 169, 59
2016/12/22, 309, 134, 62, 134, 50
2016/12/23, 241, 121, 65, 118, 39
2016/12/24, 186, 110, 64, 101, 28
2016/12/25, 131, 114, 68, 95, 32
2016/12/26, 115, 134, 68, 136, 44
2016/12/27, 139, 150, 44, 178, 55
2016/12/28, 157, 162, 45, 194, 53
2016/12/29, 212, 172, 42, 189, 55
2016/12/30, 272, 159, 64, 158, 40
2016/12/31, 179, 144, 64, 128, 43
2017/1/1, 109, 127, 228, 98, 52
2016/7/1, 40, 25, 22, 21, 
2016/7/2, 35, 19, 16, 26, 
2016/7/3, 27, 23, 17, 31, 
2016/7/4, 32, , 18, 24, 
2016/7/6, 27, 25, 32, , 
2016/7/7, 27, 42, 28, 21, 
2016/7/8, 57, 42, 26, 21, 
2016/7/9, 58, , , , 
2016/7/11, 37, 32, 48, 19, 
2016/7/12, 37, 37, 40, 22, 
2016/7/13, 47, 42, , 26, 
2016/7/14, 47, , , , 
2016/7/18, 18, 50, 44, 25, 
2016/7/19, 21, 31, 44, 23, 
2016/7/20, 21, 28, 28, 24, 
2016/7/21, 20, 36, 46, 24, 
2016/7/22, 16, 45, 46, 21, 
2016/7/23, 20, 47, 57, , 
2016/7/24, 28, 50, 58, 18, 
2016/7/25, 34, 46, 52, 17, 
2016/7/26, 43, 42, 52, 18, 
2016/7/27, 40, 35, 52, 21, 
2016/7/28, 35, 34, 52, 26, 
2016/7/29, 34, 33, 56, 21, 
2016/7/30, 31, 33, 22, 16, 
2016/7/31, 28, 23, 20, 12, 
2016/8/1, 27, 28, 20, 12, 
2016/8/2, 35, 36, 18, 14, 
2016/8/3, 45, 29, 17, 16, 
2016/8/4, 38, 33, 53, 13, 
2016/8/5, 37, 33, 54, 14, 
2016/8/6, 36, 32, 18, , 
2016/8/7, 42, 39, 18, , 
2016/8/8, 50, 43, 21, 12, 
2016/8/9, 56, 42, 22, 12, 
2016/8/10, 39, 37, 16, 13, 
2016/8/11, 32, 41, 20, 13, 
2016/8/12, 48, 50, 23, 12, 
2016/8/13, 43, 56, 24, 14, 
2016/8/14, 25, 59, 22, 14, 
2016/8/15, 23, 45, 28, , 
2016/8/16, 20, 46, 30, 12, 
2016/8/17, 27, 47, 64, 13, 
2016/8/18, 30, 53, 56, 14, 
2016/8/19, 37, 49, 35, , 
2016/8/20, 35, 45, 36, 12, 
2016/8/21, 31, 45, 32, 13, 
2016/8/22, 40, 40, 66, 14, 
2016/8/23, 45, 31, 66, 16, 
2016/8/24, 38, 38, 60, 17, 
2016/8/25, 47, 40, 48, 21, 
2016/8/26, 50, 26, 44, 21, 
2016/8/27, 32, 20, 38, 18, 
2016/8/28, 23, 18, 42, 15, 
2016/8/29, 22, 21, 63, 14, 
2016/8/30, 24, 20, 65, 15, 
2016/8/31, 21, 30, 56, 16, 
2016/9/1, 30, 33, 29, 20, 
2016/9/2, 33, 30, 30, 21, 
2016/9/3, 30, , , , 
2016/9/5, 50, 42, 36, 16, 
2016/9/6, 43, 41, 40, 20, 
2016/9/7, 42, 40, 40, 21, 
2016/9/8, 40, 40, 51, 22, 
2016/9/9, 41, 44, 52, 25, 
2016/9/10, 47, 39, 43, 24, 
2016/9/11, 41, 36, 44, 19, 
2016/9/12, 40, 41, 44, 28, 
2016/9/13, 48, 39, 26, 26, 
2016/9/14, 41, 38, 26, 21, 
2016/9/15, 43, 33, 26, 22, 
2016/9/16, 41, 31, 39, 28, 
2016/9/17, 41, 24, 53, 30, 
2016/9/18, 32, 20, 56, 24, 
2016/9/19, 27, 23, 50, 20, 
2016/9/20, 30, 21, 52, 20, 
2016/9/21, 28, 20, 54, 23, 
2016/9/22, 27, 28, 50, 27, 
2016/9/23, 37, 37, 48, 29, 
2016/9/24, 48, 44, 66, 28, 
2016/9/25, 58, 60, 70, 25, 
2016/9/26, 78, 59, 85, 27, 
2016/9/27, 78, 58, 86, 28, 
2016/9/28, 77, 57, 76, 29, 
2016/9/29, 75, 54, 70, 29, 
2016/9/30, 72, 57, 80, 27, 
2016/4/1, 99, 89, 110, 80, 84
2016/4/2, 151, 106, 128, 78, 59
2016/4/3, 203, 91, 128, 40, 
2016/4/4, 150, 105, 94, 45, 
2016/4/5, 202, 106, 85, 60, 
2016/4/6, 201, 95, 103, 71, 
2016/4/7, 166, 75, 76, 82, 
2016/4/8, 106, 86, 79, 86, 
2016/4/9, 134, 102, 147, 80, 
2016/4/10, 180, 105, 105, 67, 
2016/4/11, 191, 100, 129, 74, 
2016/4/12, 169, 97, 155, 67, 
2016/4/13, 161, 90, 99, 56, 
2016/4/14, 146, 100, 118, 61, 
2016/4/15, 181, 96, 134, 73, 
2016/4/16, 169, 88, 98, 57, 
2016/4/17, 142, 85, 79, 48, 
2016/4/18, 142, 101, 102, 68, 
2016/4/19, 186, 110, 116, 60, 
2016/4/20, 211, 108, 95, 55, 
2016/4/21, 208, 85, 103, 43, 
2016/4/22, 136, 58, 113, 28, 
2016/4/23, 79, 61, 79, 31, 
2016/4/24, 83, 74, 82, 34, 
2016/4/25, 101, 72, 98, 47, 
2016/4/26, 98, 88, 108, 73, 
2016/4/27, 143, 107, 110, 86, 
2016/4/28, 203, 104, 88, 71, 
2016/4/29, 192, 80, 34, 48, 
2016/4/30, 123, 68, 28, 44, 
2016/5/1, 93, 61, 70, 38, 
2016/5/2, 84, 70, 90, 50, 
2016/5/3, 96, 72, 101, 50, 
2016/5/4, 98, 74, 86, 40, 
2016/5/5, 107, 72, 93, 41, 
2016/5/6, 104, 66, 103, 47, 
2016/5/7, 92, 78, 104, 41, 
2016/5/8, 116, 79, 94, 37, 
2016/5/9, 117, 83, 95, 55, 
2016/5/10, 126, 74, 101, 66, 
2016/5/11, 109, 65, 102, 61, 
2016/5/12, 89, 67, 107, 44, 
2016/5/13, 92, 77, 71, 36, 
2016/5/14, 112, 90, 81, 41, 
2016/5/15, 146, 87, 83, 47, 
2016/5/16, 142, 77, 89, 46, 
2016/5/17, 114, 86, 94, 41, 
2016/5/18, 139, 79, 62, 28, 
2016/5/19, 119, 62, 48, 21, 
2016/5/20, 85, 55, 61, 17, 
2016/5/21, 75, 51, 295, 14, 
2016/5/22, 71, 44, 295, 16, 
2016/5/23, 60, 37, 82, 15, 
2016/5/24, 50, 33, 46, 14, 
2016/5/25, 47, 35, 46, 15, 
2016/5/26, 49, 45, 48, 17, 
2016/5/27, 62, 55, 30, 17, 
2016/5/28, 77, , , 19, 
2016/5/30, 46, 36, 59, 18, 
2016/5/31, 49, 43, 64, 24, 
2016/6/1, 59, 51, 46, 27, 
2016/6/2, 71, 59, 66, 24, 
2016/6/3, 82, 64, 61, 27, 
2016/6/4, 89, 65, 62, 28, 
2016/6/5, 91, 63, 64, 36, 
2016/6/6, 88, 75, 54, 32, 
2016/6/7, 112, 69, 60, 20, 
2016/6/8, 102, 56, 60, 19, 
2016/6/9, 77, 51, 58, 20, 
2016/6/10, 70, 44, 54, 16, 
2016/6/11, 62, 34, 42, 13, 
2016/6/12, 47, 34, 40, 12, 
2016/6/13, 48, 41, 37, 14, 
2016/6/14, 57, 47, 36, 14, 
2016/6/15, 65, 59, 44, 15, 
2016/6/16, 80, 73, 46, 17, 
2016/6/17, 100, 67, 44, 17, 
2016/6/18, 91, 71, 34, 19, 
2016/6/19, 105, 68, 27, 23, 
2016/6/20, 103, 45, 28, 27, 
2016/6/21, 65, 28, 30, 24, 
2016/6/22, 40, 21, 30, 17, 
2016/6/23, 28, 19, 30, 19, 
2016/6/24, 27, 16, 30, 20, 
2016/6/25, 22, 15, 28, 20, 
2016/6/26, 21, 23, 27, 23, 
2016/6/27, 32, 28, 33, 19, 
2016/6/28, 39, 25, 36, 22, 
2016/6/29, 35, 25, 28, 20, 
2016/6/30, 35, 28, 22, 20, 
2016/1/4, 101, 107, 47, 107, 88
2016/1/5, 108, 136, 58, 105, 31
2016/1/6, 211, 131, 55, 106, 29
2016/1/7, 197, 147, 54, 115, 33
2016/1/8, 254, 146, 55, 108, 29
2016/1/9, 248, 130, 54, 98, 
2016/1/10, 194, 129, 49, 101, 31
2016/1/11, 188, 127, 54, 99, 29
2016/1/12, 177, 114, 54, 82, 
2016/1/13, 135, 117, 46, 79, 
2016/1/14, 146, 116, 67, 69, 
2016/1/15, 144, 98, 59, 59, 
2016/1/16, 111, 56, 50, 39, 
2016/1/17, 59, 54, 64, 44, 
2016/1/18, 58, 62, 112, 52, 59
2016/1/19, 65, 84, 107, 78, 66
2016/1/20, 91, 115, 101, 130, 95
2016/1/21, 168, 122, 67, 141, 84
2016/1/22, 193, 151, 16, 158, 94
2016/1/23, 283, 154, 16, 122, 59
2016/1/24, 284, 117, 58, 97, 104
2016/1/25, 163, 108, 58, 79, 104
2016/1/26, 132, 87, 64, 60, 88
2016/1/27, 93, 101, 64, 76, 59
2016/1/28, 121, 114, 34, 95, 
2016/1/29, 162, , , , 
2016/1/31, 241, 133, 116, 95, 
2016/2/1, 221, 125, 116, 90, 
2016/2/2, 192, 115, 68, 88, 
2016/2/3, 160, 115, 54, 90, 
2016/2/4, 160, 116, 69, 97, 104
2016/2/5, 163, 103, 45, 74, 104
2016/2/6, 116, 89, 68, 55, 
2016/2/7, 97, 86, 68, 57, 
2016/2/8, 96, 119, 88, 93, 
2016/2/9, 172, 110, 61, 61, 60
2016/2/10, 141, 87, 60, 41, 59
2016/2/11, 90, 64, 60, 35, 
2016/2/12, 68, 73, 60, 55, 
2016/2/13, 102, 108, 56, 82, 
2016/2/14, 208, 142, 82, 113, 
2016/2/15, 312, 136, 65, 98, 70
2016/2/16, 303, 130, 55, 109, 73
2016/2/17, 293, 142, 42, 118, 91
2016/2/18, 308, 127, 66, 106, 75
2016/2/19, 258, 107, 66, 88, 59
2016/2/20, 199, 105, 64, 89, 
2016/2/21, 193, 110, 64, 98, 
2016/2/22, 206, 117, 58, 105, 
2016/2/23, 234, 100, 94, 80, 
2016/2/24, 175, 77, 94, 49, 
2016/2/25, 102, 79, 70, 58, 104
2016/2/26, 108, 104, 70, 83, 74
2016/2/27, 192, 113, 64, 75, 59
2016/2/28, 218, 114, 74, 71, 
2016/2/29, 219, 121, 74, 86, 104
2016/3/1, 252, 113, 40, 87, 75
2016/3/2, 219, 112, 51, 89, 59
2016/3/3, 217, 109, 50, 98, 
2016/3/4, 208, 93, 44, 95, 104
2016/3/5, 148, 85, 40, 101, 104
2016/3/6, 125, 87, 100, 102, 59
2016/3/7, 135, 94, 134, 90, 59
2016/3/8, 157, 109, 134, 89, 92
2016/3/9, 206, 115, 82, 100, 59
2016/3/10, 228, 115, 149, 102, 
